symbol,prediction_session,target_session,close_D,close_D1,high_D1,low_D1,open_D1,volume_D,volume_D1,return,ratio,session_index,total_sessions,mean_close_20_before,mean_close_20_after,pre_distinct_closes_20,pre_zero_volume_bars_20,provenance,corporate_action,series_change,economically_real,data_error,listing_boundary,classification,evidence
SHRADHA.NS,2022-09-21,2022-09-22,11.92,23.8,24.9,22.8,24.8,137340.0,17513.0,0.996644,1.99664,468,1450,10.318000000000001,24.98952380952381,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 10.32->24.99 with volume moving inversely (137,340->17,513) — adjustment applied to one segment only"
WEWIN.NS,2020-02-25,2020-02-26,14.7,29.35,29.35,29.35,29.35,484217.0,3000.0,0.996599,1.9966,856,2113,19.175000000000004,19.159523809523808,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
VINEETLAB.NS,2017-12-06,2018-01-30,2280.0,9.0,9.0,9.0,9.0,29802.0,0.0,-0.996053,0.00394737,310,1687,1812.4625,1881.7404761904763,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
VINEETLAB.NS,2018-05-23,2018-05-30,1902.05,9.0,9.0,9.0,9.0,1861.0,0.0,-0.995268,0.00473174,382,1687,1950.1650000000002,46.99999999999999,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
BECTORFOOD.NS,2018-11-09,2020-12-24,20799.8,118.8,120.0,100.0,100.0,0.0,185333960.0,-0.994288,0.00571159,25,1439,20648.980000000003,93.74285714285713,8,9,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
VINEETLAB.NS,2016-12-29,2016-12-30,1149.95,9.0,9.0,9.0,9.0,2714.0,0.0,-0.992174,0.00782643,78,1687,1156.1649999999997,1187.1261904761905,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
RHL.NS,2017-09-06,2023-04-25,10500.0,93.45,93.45,84.55,89.0,20.0,27102.0,-0.9911,0.0089,2,840,10500.0,97.8047619047619,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 2 of 840 — start-of-series boundary
AJOONI.NS,2018-02-19,2021-05-07,640.1,6.75,6.85,6.5,6.5,26654.0,636593.0,-0.989455,0.0105452,9,1334,543.14375,33.26904761904762,7,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 6.75 sits 80% off its neighbourhood mean 33.27
AURUM.NS,2020-12-22,2020-12-23,717.2,8.9,8.9,8.9,8.9,1826527.0,64927.0,-0.987591,0.0124094,1062,2477,705.7199999999999,14.869047619047617,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
SEJALLTD.NS,2020-02-12,2021-12-13,1010.44,13.65,13.65,13.0,13.0,338.0,11.0,-0.986491,0.013509,493,1611,1001.3365,22.997619047619047,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2020-03-18,2020-03-19,9.4,18.65,20.4,18.65,20.4,955995.0,6000.0,0.984043,1.98404,871,2113,20.207500000000003,17.533333333333335,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2020-03-11,2020-03-12,10.9,21.6,21.6,21.6,21.6,955870.0,3000.0,0.981651,1.98165,866,2113,20.46,17.550000000000004,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
MARINE.NS,2018-06-27,2020-12-02,2110.0,39.4,40.0,38.0,39.6,25.0,791985.0,-0.981327,0.018673,159,1589,2056.2925000000005,42.12619047619047,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 2056.29->42.13 with volume moving inversely (25->791,985) — adjustment applied to one segment only"
RAJRATAN.NS,2017-02-08,2020-05-22,1982.0,37.3,39.3,36.4,39.3,836.0,38825.0,-0.981181,0.0188194,46,1611,1966.868,41.57142857142858,17,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1966.87->41.57 with volume moving inversely (836->38,825) — adjustment applied to one segment only"
SHRADHA.NS,2021-02-01,2021-02-02,11.76,23.2,24.56,22.36,22.36,1245.0,1795.0,0.972789,1.97279,70,1450,12.436,22.43809523809524,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 12.44->22.44; no volume or liveness signature to attribute a cause
SHANTI.NS,2017-01-12,2017-08-03,1002.0,28.35,36.65,27.35,36.0,64.0,1032000.0,-0.971707,0.0282934,29,1632,1010.4445,24.654761904761905,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1010.44->24.65 with volume moving inversely (64->1,032,000) — adjustment applied to one segment only"
KELLTONTEC.NS,2017-11-13,2017-11-14,11.32,22.3,23.0,21.6,22.43,1074105.0,197080.0,0.969965,1.96996,293,2452,10.323000000000002,20.948095238095238,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 10.32->20.95 with volume moving inversely (1,074,105->197,080) — adjustment applied to one segment only"
VAISHALI.NS,2016-11-02,2017-08-22,210.96,7.18,7.3,6.66,7.19,130.0,4000000.0,-0.965965,0.0340349,37,1950,211.9635,6.491428571428573,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 211.96->6.49 with volume moving inversely (130->4,000,000) — adjustment applied to one segment only"
SONAMLTD.NS,2017-05-02,2018-06-14,498.0,18.5,18.75,18.4,18.5,400.0,2136000.0,-0.962851,0.0371486,42,1651,516.12,18.409523809523808,14,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 516.12->18.41 with volume moving inversely (400->2,136,000) — adjustment applied to one segment only"
BBTCL.NS,2017-03-15,2018-10-15,998.0,38.1,39.5,36.2,37.8,68.0,525000.0,-0.961824,0.0381764,40,1466,1027.3145,44.259523809523806,13,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1027.31->44.26 with volume moving inversely (68->525,000) — adjustment applied to one segment only"
NMDC.NS,2022-10-25,2022-10-27,16.3,31.9,33.48,27.88,27.88,160793978.0,115821134.0,0.957055,1.95706,1685,2644,16.1475,34.08761904761904,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 16.15->34.09; no volume or liveness signature to attribute a cause
LANDSMILL.NS,2020-03-03,2020-03-04,1.1,0.05,0.05,0.05,0.05,14599.0,44810.0,-0.954545,0.0454545,861,2475,1.0950000000000002,0.05000000000000001,3,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 3 distinct closes across 20 sessions
VINNY.NS,2023-01-11,2023-01-12,162.05,7.4,7.4,6.7,6.7,37695.0,396106.0,-0.954335,0.0456649,33,938,139.965,9.995238095238093,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 139.97->10.00 with volume moving inversely (37,695->396,106) — adjustment applied to one segment only"
SUVEN.NS,2020-01-20,2020-01-21,277.7,14.7,14.7,14.0,14.0,851063.0,970198.0,-0.947065,0.0529348,830,2477,281.8225,26.533333333333335,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
LANDSMILL.NS,2019-12-16,2019-12-17,0.9,0.05,0.05,0.05,0.05,24656.0,172730.0,-0.944444,0.0555556,806,2475,0.9775,0.5547619047619048,4,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 0.05 sits 91% off its neighbourhood mean 0.55
LANDSMILL.NS,2021-02-01,2021-02-02,2.5,0.15,0.15,0.15,0.15,17994.0,1405710.0,-0.94,0.06,1087,2475,2.59,0.1928571428571429,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 2.59->0.19 with volume moving inversely (17,994->1,405,710) — adjustment applied to one segment only"
LANDSMILL.NS,2021-10-11,2021-10-12,3.2,0.2,0.2,0.2,0.2,125067.0,3210770.0,-0.9375,0.0625,1258,2475,3.16,0.20000000000000004,9,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 3.16->0.20 with volume moving inversely (125,067->3,210,770) — adjustment applied to one segment only"
LANDSMILL.NS,2022-03-28,2022-03-29,7.15,0.45,0.5,0.45,0.5,136888.0,3139080.0,-0.937063,0.0629371,1372,2475,7.359999999999999,2.5,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 0.45 sits 82% off its neighbourhood mean 2.50
LANDSMILL.NS,2018-02-06,2018-02-07,29.85,1.9,2.05,1.9,1.9,5387.0,3586190.0,-0.936348,0.0636516,352,2475,75.12750000000001,1.9309523809523812,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 29.85 sits 60% off its 21-bar neighbourhood mean 75.13
LANDSMILL.NS,2022-06-20,2022-06-21,5.35,0.35,0.35,0.35,0.35,112336.0,2328720.0,-0.934579,0.0654206,1429,2475,5.89,0.5023809523809524,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 5.89->0.50 with volume moving inversely (112,336->2,328,720) — adjustment applied to one segment only"
HDFCVALUE.NS,2017-07-26,2022-09-29,1189.0,84.11,86.45,83.5,85.7,42214.0,9215.0,-0.92926,0.0707401,5,982,1113.9375,86.55952380952382,5,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 5 of 982 — start-of-series boundary
SHANTI.NS,2018-10-31,2018-11-01,271.95,19.4,19.4,19.4,19.4,34254.0,3000.0,-0.928663,0.0713366,233,1632,32.089999999999996,185.37857142857138,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
HARDWYN.NS,2022-06-20,2022-06-21,80.84,5.99,6.35,5.84,6.25,15873.0,102838.0,-0.925903,0.074097,47,1094,78.42099999999999,6.1099999999999985,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 78.42->6.11 with volume moving inversely (15,873->102,838) — adjustment applied to one segment only"
LANDSMILL.NS,2019-06-24,2019-06-25,1.3,0.1,0.1,0.1,0.1,146923.0,2138400.0,-0.923077,0.0769231,689,2475,1.0450000000000002,0.38095238095238093,8,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 0.1 sits 74% off its neighbourhood mean 0.38
WEWIN.NS,2018-03-14,2018-03-15,22.35,42.95,43.4,41.5,41.5,18000.0,13444214.0,0.9217,1.9217,376,2113,37.545,34.945238095238096,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
SHANTI.NS,2018-11-30,2019-02-25,216.45,17.35,17.35,17.35,17.35,30917.0,3000.0,-0.919843,0.0801571,252,1632,208.88500000000005,18.969047619047622,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 208.89->18.97 with volume moving inversely (30,917->3,000) — adjustment applied to one segment only"
PANSARI.NS,2017-11-27,2017-11-28,9.65,18.5,18.5,18.5,18.5,0.0,6000.0,0.917098,1.9171,55,1416,18.1425,21.473809523809525,11,7,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
SHANTI.NS,2018-11-27,2018-11-28,230.85,19.35,19.35,19.35,19.35,39788.0,3000.0,-0.916179,0.0838207,249,1632,198.18999999999997,28.309523809523814,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 198.19->28.31 with volume moving inversely (39,788->3,000) — adjustment applied to one segment only"
SHANTI.NS,2018-11-22,2018-11-26,219.85,20.2,20.5,19.95,19.95,36686.0,12000.0,-0.908119,0.0918808,247,1632,187.93,38.39047619047619,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2018-01-01,2018-01-02,30.1,57.35,58.6,56.85,58.4,27000.0,2072831.0,0.905316,1.90532,327,2113,31.7625,41.86190476190476,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 31.76->41.86 with volume moving inversely (27,000->2,072,831) — adjustment applied to one segment only"
KAPSTON.NS,2017-05-05,2018-04-04,318.35,30.8,31.0,30.7,30.85,0.0,424779.0,-0.903251,0.0967489,42,1794,356.31500000000005,28.8952380952381,11,5,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
DEVIT.NS,2022-05-05,2022-05-06,38.98,74.1,74.1,74.1,74.1,100600.0,11753.0,0.900975,1.90097,53,1131,34.190000000000005,69.5409523809524,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 34.19->69.54 with volume moving inversely (100,600->11,753) — adjustment applied to one segment only"
BSHSL.NS,2021-10-11,2021-10-12,288.05,28.55,29.8,27.8,27.8,1598.0,218120.0,-0.900885,0.0991147,237,1454,289.62,28.402380952380955,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 289.62->28.40 with volume moving inversely (1,598->218,120) — adjustment applied to one segment only"
VCL.NS,2022-05-18,2022-05-19,13.6,25.85,25.85,25.85,25.85,80399.0,19676.0,0.900735,1.90074,21,1026,13.3225,23.509523809523813,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 13.32->23.51; no volume or liveness signature to attribute a cause
NIFTY1.NS,2017-07-26,2017-07-27,1009.9,101.18,115.5,101.0,109.5,35964.0,207901.0,-0.899812,0.100188,219,2477,982.691,100.24904761904762,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 982.69->100.25 with volume moving inversely (35,964->207,901) — adjustment applied to one segment only"
GOYALALUM.NS,2023-03-09,2023-03-10,292.45,29.45,29.5,29.3,29.5,306464.0,925290.0,-0.899299,0.100701,89,934,254.84249999999997,32.78571428571429,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 254.84->32.79; no volume or liveness signature to attribute a cause
BSHSL.NS,2022-06-20,2022-06-21,390.25,39.5,39.5,38.0,38.0,627.0,1880.0,-0.898783,0.101217,408,1454,402.57500000000005,40.219047619047615,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 402.58->40.22; no volume or liveness signature to attribute a cause
MOM30IETF.NS,2022-08-11,2022-08-12,186.62,18.89,22.2,18.6,18.7,53640.0,147948.0,-0.898778,0.101222,2,1012,203.18,19.468571428571426,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 2 of 1012 — start-of-series boundary
SAKUMA.NS,2018-02-06,2018-02-07,35.37,3.66,3.71,3.56,3.56,253200.0,1592895.0,-0.896522,0.103478,352,2477,31.224500000000006,3.807619047619048,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 31.22->3.81 with volume moving inversely (253,200->1,592,895) — adjustment applied to one segment only"
PANSARI.NS,2017-10-27,2017-11-09,9.65,18.3,18.3,18.3,18.3,0.0,6000.0,0.896373,1.89637,53,1416,18.2275,20.51904761904762,12,6,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
BSHSL.NS,2021-04-26,2021-04-27,131.5,13.65,13.65,13.15,13.65,2766.0,16950.0,-0.896198,0.103802,121,1454,136.335,15.378571428571433,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 136.34->15.38 with volume moving inversely (2,766->16,950) — adjustment applied to one segment only"
DRCSYSTEMS.NS,2022-03-14,2022-03-21,127.1,13.35,13.35,12.25,12.25,1179.0,18396.0,-0.894965,0.105035,461,1484,128.225,13.421428571428573,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 128.22->13.42 with volume moving inversely (1,179->18,396) — adjustment applied to one segment only"
FISCHER.NS,2025-07-10,2025-07-11,775.85,84.5,85.9,78.3,80.4,10938.0,1057110.0,-0.891087,0.108913,1,288,,93.48095238095237,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 1 of 288 — start-of-series boundary
GFLLIMITED.NS,2019-08-05,2019-08-06,240.8,26.25,29.0,26.25,27.6,1022842.0,117264.0,-0.890988,0.109012,719,2476,249.25249999999997,16.83333333333333,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2020-03-02,2020-03-03,13.35,25.15,25.15,25.15,25.15,493141.0,3000.0,0.883895,1.8839,860,2113,20.43,17.683333333333334,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2018-02-28,2018-03-01,24.35,45.3,46.05,44.95,45.25,9000.0,2245740.0,0.86037,1.86037,367,2113,41.165,32.36428571428572,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
AHLADA.NS,2018-09-19,2018-09-27,1020.0,145.05,148.05,141.0,141.0,105.0,616000.0,-0.857794,0.142206,2,1712,1020.0,136.50238095238095,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 2 of 1712 — start-of-series boundary
WEWIN.NS,2020-02-18,2020-02-19,14.75,27.35,27.35,27.35,27.35,616214.0,3000.0,0.854237,1.85424,852,2113,18.297500000000003,19.56904761904762,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 18.30->19.57 with volume moving inversely (616,214->3,000) — adjustment applied to one segment only"
NDLVENTURE.NS,2022-11-21,2022-11-22,436.75,68.9,68.9,62.4,65.65,38157.0,40484.0,-0.842244,0.157756,1535,2477,400.18500000000006,100.89523809523808,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 400.19->100.90; no volume or liveness signature to attribute a cause
